gene,org,cluster
563,SB,GC_00000194
563,LG,GC_00000284
563,PAC1,GC_00000309
563,SS2,GC_00000319
563,MED4,GC_00000336
563,"NATL1A",GC_00000465
563,MIT9322,GC_00000647
563,MIT9303,GC_00000670
563,SS51,GC_00000671
563,MIT9301,GC_00000749
563,MIT9312,GC_00000749
563,MIT9202,GC_00000765
563,MIT9116,GC_00000846
563,MIT9311,GC_00000852
563,EQPAC1,GC_00000921
563,AS9601,GC_00001156
563,MIT9515,GC_00001289
563,MIT9302,GC_00001376
563,MIT9401,GC_00001402
563,MIT9215,GC_00001452
563,MIT9201,GC_00001616
563,MIT9211,GC_00001966
563,SS35,GC_00002040
563,MIT9123,GC_00003223
563,MIT9107,GC_00003231
563,GP2,GC_00006614
564,MIT9107,GC_00000025
564,MIT9311,GC_00000125
564,"NATL1A",GC_00000187
564,MIT9202,GC_00000223
564,LG,GC_00000313
564,MIT9321,GC_00000331
564,MED4,GC_00000334
564,MIT9515,GC_00000352
564,MIT9303,GC_00000409
564,MIT9401,GC_00000411
564,MIT9302,GC_00000422
564,"NATL2A",GC_00000433
564,MIT9301,GC_00000503
564,MIT9312,GC_00000503
564,PAC1,GC_00000551
564,SS35,GC_00000623
564,MIT9322,GC_00000819
564,SS2,GC_00000826
564,GP2,GC_00000910
564,EQPAC1,GC_00000930
564,MIT9314,GC_00000941
564,MIT9215,GC_00001048
564,MIT9116,GC_00001330
564,AS9601,GC_00001367
564,SB,GC_00001430
564,MIT9201,GC_00001542
564,CCMP1375,GC_00001950
564,MIT9211,GC_00002081
564,SS51,GC_00002234
564,MIT9123,GC_00003190
564,MIT9313,GC_00005995
565,"NATL1A",GC_00000012
565,MED4,GC_00000024
565,SS35,GC_00000037
565,MIT9515,GC_00000202
565,MIT9321,GC_00000245
565,MIT9302,GC_00000271
565,MIT9322,GC_00000318
565,SS51,GC_00000360
565,MIT9401,GC_00000438
565,MIT9202,GC_00000613
565,MIT9311,GC_00000703
565,"NATL2A",GC_00000735
565,SB,GC_00000788
565,EQPAC1,GC_00000818
565,PAC1,GC_00000858
565,GP2,GC_00000876
565,MIT9201,GC_00000889
565,AS9601,GC_00000902
565,MIT9314,GC_00000941
565,MIT9215,GC_00001106
565,MIT9116,GC_00001398
565,MIT9301,GC_00001500
565,MIT9312,GC_00001500
565,SS2,GC_00002253
565,LG,GC_00002571
565,CCMP1375,GC_00002690
565,MIT9107,GC_00003140
565,MIT9123,GC_00003258
565,MIT9313,GC_00004326
565,MIT9303,GC_00004941
565,MIT9211,GC_00006677
566,EQPAC1,GC_00000006
566,AS9601,GC_00000049
566,MIT9401,GC_00000063
566,"NATL1A",GC_00000121
566,LG,GC_00000168
566,MIT9107,GC_00000319
566,MIT9311,GC_00000341
566,CCMP1375,GC_00000392
566,MIT9313,GC_00000403
566,GP2,GC_00000431
566,PAC1,GC_00000441
566,SB,GC_00000477
566,MIT9321,GC_00000705
566,"NATL2A",GC_00000749
566,MIT9202,GC_00000793
566,MIT9314,GC_00000941
566,MIT9303,GC_00001000
566,MIT9116,GC_00001260
566,MIT9301,GC_00001288
566,MIT9312,GC_00001288
566,MED4,GC_00001320
566,MIT9215,GC_00001414
566,MIT9322,GC_00001434
566,MIT9302,GC_00001485
566,SS2,GC_00001553
566,MIT9515,GC_00001626
566,MIT9201,GC_00001694
566,SS51,GC_00001776
566,SS35,GC_00002111
566,MIT9123,GC_00003106
566,MIT9211,GC_00005415
567,MIT9321,GC_00000056
567,LG,GC_00000081
567,"NATL1A",GC_00000123
567,CCMP1375,GC_00000165
567,MIT9515,GC_00000178
567,AS9601,GC_00000182
567,MIT9301,GC_00000216
567,MIT9312,GC_00000216
567,MIT9302,GC_00000351
567,MIT9202,GC_00000371
567,SS51,GC_00000436
567,MIT9116,GC_00000494
567,MIT9215,GC_00000502
567,"NATL2A",GC_00000503
567,MIT9311,GC_00000663
567,MIT9107,GC_00000826
567,PAC1,GC_00000832
567,MIT9314,GC_00000969
567,MIT9322,GC_00001163
567,SB,GC_00001319
567,MED4,GC_00001345
567,MIT9401,GC_00001476
567,MIT9201,GC_00001572
567,EQPAC1,GC_00002123
567,SS2,GC_00002260
567,SS35,GC_00002410
567,MIT9123,GC_00003092
567,MIT9313,GC_00004713
567,MIT9303,GC_00004739
567,MIT9211,GC_00005481
567,GP2,GC_00007083
568,MIT9322,GC_00000008
568,MIT9314,GC_00000034
568,MIT9401,GC_00000105
568,AS9601,GC_00000110
568,SS2,GC_00000224
568,MIT9215,GC_00000227
568,MIT9302,GC_00000343
568,"NATL1A",GC_00000415
568,CCMP1375,GC_00000435
568,MIT9116,GC_00000575
568,MIT9202,GC_00000589
568,MIT9321,GC_00000674
568,MIT9311,GC_00000729
568,MIT9107,GC_00000940
568,MIT9301,GC_00000947
568,MIT9312,GC_00000947
568,MED4,GC_00001140
568,MIT9515,GC_00001453
568,GP2,GC_00001546
568,SB,GC_00001552
568,MIT9303,GC_00001583
568,MIT9201,GC_00001618
568,LG,GC_00001854
568,EQPAC1,GC_00001877
568,SS35,GC_00002009
568,SS51,GC_00002572
568,MIT9123,GC_00003122
568,MIT9313,GC_00003580
568,PAC1,GC_00003731
568,"NATL2A",GC_00003890
568,MIT9211,GC_00005269
569,SS35,GC_00000018
569,AS9601,GC_00000114
569,PAC1,GC_00000195
569,"NATL1A",GC_00000206
569,SS51,GC_00000297
569,SB,GC_00000303
569,MIT9202,GC_00000312
569,MIT9311,GC_00000322
569,MIT9116,GC_00000353
569,SS2,GC_00000356
569,MIT9321,GC_00000528
569,MIT9303,GC_00000680
569,MIT9322,GC_00000877
569,MIT9201,GC_00000887
569,MIT9515,GC_00000913
569,GP2,GC_00001063
569,MIT9215,GC_00001289
569,MIT9302,GC_00001408
569,MIT9401,GC_00001425
569,MIT9301,GC_00001503
569,MIT9312,GC_00001503
569,MED4,GC_00001678
569,MIT9314,GC_00002353
569,LG,GC_00002723
569,EQPAC1,GC_00002822
569,CCMP1375,GC_00003012
569,MIT9123,GC_00003185
569,MIT9107,GC_00003186
569,"NATL2A",GC_00003492
569,MIT9313,GC_00004525
569,MIT9211,GC_00007160
570,"NATL1A",GC_00000095
570,MIT9401,GC_00000159
570,"NATL2A",GC_00000216
570,MIT9321,GC_00000253
570,MIT9107,GC_00000328
570,AS9601,GC_00000336
570,MIT9215,GC_00000352
570,LG,GC_00000368
570,MIT9303,GC_00000404
570,MIT9116,GC_00000407
570,SB,GC_00000454
570,MIT9301,GC_00000478
570,MIT9312,GC_00000478
570,MIT9202,GC_00000531
570,MIT9311,GC_00000556
570,MIT9302,GC_00000602
570,SS2,GC_00000657
570,SS51,GC_00000706
570,MED4,GC_00000736
570,PAC1,GC_00000825
570,MIT9201,GC_00000847
570,MIT9322,GC_00001002
570,EQPAC1,GC_00001145
570,GP2,GC_00001302
570,MIT9314,GC_00001316
570,MIT9211,GC_00001710
570,CCMP1375,GC_00002283
570,SS35,GC_00002296
570,MIT9123,GC_00003088
570,MIT9515,GC_00003366
570,MIT9313,GC_00005042
571,MIT9314,GC_00000016
571,MIT9116,GC_00000077
571,"NATL1A",GC_00000135
571,MIT9302,GC_00000177
571,MIT9215,GC_00000202
571,AS9601,GC_00000334
571,MIT9515,GC_00000363
571,MIT9401,GC_00000400
571,SB,GC_00000498
571,MED4,GC_00000510
571,MIT9202,GC_00000518
571,SS2,GC_00000618
571,PAC1,GC_00000719
571,GP2,GC_00000739
571,MIT9301,GC_00000745
571,MIT9312,GC_00000745
571,MIT9201,GC_00000761
571,MIT9311,GC_00000904
571,MIT9322,GC_00001070
571,MIT9107,GC_00001208
571,MIT9321,GC_00001592
571,MIT9211,GC_00001664
571,MIT9303,GC_00001712
571,SS51,GC_00001829
571,SS35,GC_00001851
571,LG,GC_00001940
571,CCMP1375,GC_00001954
571,"NATL2A",GC_00002082
571,MIT9123,GC_00003252
571,EQPAC1,GC_00004271
571,MIT9313,GC_00004908
572,"NATL1A",GC_00000012
572,AS9601,GC_00000024
572,SB,GC_00000335
572,MIT9321,GC_00000378
572,MIT9202,GC_00000386
572,MIT9311,GC_00000401
572,SS51,GC_00000511
572,MED4,GC_00000596
572,MIT9302,GC_00000715
572,GP2,GC_00000742
572,MIT9301,GC_00000892
572,MIT9312,GC_00000892
572,MIT9314,GC_00000915
572,MIT9116,GC_00001190
572,MIT9322,GC_00001218
572,MIT9401,GC_00001254
572,MIT9515,GC_00001405
572,MIT9107,GC_00001550
572,MIT9211,GC_00001555
572,MIT9201,GC_00001623
572,MIT9215,GC_00001626
572,EQPAC1,GC_00001643
572,"NATL2A",GC_00001753
572,SS2,GC_00002007
572,SS35,GC_00002022
572,LG,GC_00002292
572,CCMP1375,GC_00002506
572,PAC1,GC_00002650
572,MIT9123,GC_00003212
572,MIT9313,GC_00004850
572,MIT9303,GC_00005726
573,SS35,GC_00000068
573,MIT9215,GC_00000178
573,MIT9401,GC_00000249
573,MIT9322,GC_00000332
573,MED4,GC_00000349
573,GP2,GC_00000376
573,"NATL2A",GC_00000478
573,LG,GC_00000563
573,MIT9302,GC_00000586
573,MIT9311,GC_00000594
573,SS51,GC_00000648
573,EQPAC1,GC_00000942
573,MIT9301,GC_00001157
573,MIT9312,GC_00001157
573,MIT9202,GC_00001201
573,MIT9515,GC_00001297
573,MIT9321,GC_00001308
573,MIT9107,GC_00001311
573,AS9601,GC_00001320
573,SB,GC_00001380
573,MIT9116,GC_00001388
573,MIT9201,GC_00001477
573,MIT9303,GC_00001712
573,"NATL1A",GC_00001856
573,MIT9314,GC_00001885
573,CCMP1375,GC_00002519
573,SS2,GC_00002714
573,MIT9123,GC_00003091
573,PAC1,GC_00003280
573,MIT9313,GC_00004705
573,MIT9211,GC_00006413
574,MIT9401,GC_00000104
574,"NATL1A",GC_00000170
574,GP2,GC_00000244
574,SS51,GC_00000293
574,SS2,GC_00000324
574,MIT9322,GC_00000346
574,MIT9302,GC_00000676
574,MIT9301,GC_00000737
574,MIT9312,GC_00000737
574,"NATL2A",GC_00000745
574,MIT9202,GC_00000756
574,PAC1,GC_00000764
574,SS35,GC_00000777
574,MIT9311,GC_00000864
574,MIT9515,GC_00000884
574,MED4,GC_00000943
574,MIT9107,GC_00001011
574,MIT9314,GC_00001057
574,SB,GC_00001158
574,MIT9116,GC_00001181
574,AS9601,GC_00001345
574,MIT9201,GC_00001379
574,MIT9215,GC_00001453
574,MIT9321,GC_00001974
574,MIT9211,GC_00002349
574,LG,GC_00002558
574,CCMP1375,GC_00002651
574,MIT9123,GC_00003199
574,EQPAC1,GC_00004186
574,MIT9303,GC_00004318
574,MIT9313,GC_00004990
575,MIT9301,GC_00000022
575,MIT9312,GC_00000022
575,SS35,GC_00000078
575,MIT9202,GC_00000277
575,MIT9322,GC_00000294
575,GP2,GC_00000388
575,"NATL1A",GC_00000433
575,MED4,GC_00000465
575,MIT9515,GC_00000704
575,PAC1,GC_00000738
575,SS51,GC_00000766
575,LG,GC_00000843
575,MIT9107,GC_00000860
575,MIT9215,GC_00000913
575,MIT9314,GC_00000924
575,EQPAC1,GC_00000950
575,MIT9311,GC_00001034
575,AS9601,GC_00001140
575,MIT9302,GC_00001171
575,MIT9401,GC_00001400
575,MIT9116,GC_00001525
575,SB,GC_00001670
575,MIT9201,GC_00001702
575,MIT9211,GC_00001719
575,MIT9313,GC_00001742
575,SS2,GC_00001748
575,MIT9321,GC_00002373
575,MIT9303,GC_00002385
575,CCMP1375,GC_00002610
575,MIT9123,GC_00003101
575,"NATL2A",GC_00005862
576,SS51,GC_00000035
576,MIT9515,GC_00000047
576,PAC1,GC_00000120
576,MIT9202,GC_00000174
576,MED4,GC_00000187
576,MIT9301,GC_00000268
576,MIT9312,GC_00000268
576,MIT9215,GC_00000363
576,MIT9302,GC_00000423
576,MIT9313,GC_00000445
576,MIT9322,GC_00000522
576,MIT9116,GC_00000635
576,GP2,GC_00000670
576,"NATL1A",GC_00000735
576,"NATL2A",GC_00000892
576,MIT9314,GC_00000966
576,MIT9311,GC_00001005
576,MIT9123,GC_00001165
576,MIT9107,GC_00001279
576,MIT9401,GC_00001357
576,SB,GC_00001365
576,EQPAC1,GC_00001499
576,MIT9321,GC_00001674
576,AS9601,GC_00001678
576,SS35,GC_00001870
576,MIT9201,GC_00001880
576,SS2,GC_00002099
576,LG,GC_00002709
576,CCMP1375,GC_00002770
576,MIT9211,GC_00003562
576,MIT9303,GC_00004497
577,MIT9107,GC_00000002
577,MED4,GC_00000012
577,MIT9322,GC_00000118
577,SS51,GC_00000184
577,SS35,GC_00000190
577,GP2,GC_00000409
577,MIT9515,GC_00000488
577,MIT9401,GC_00000500
577,EQPAC1,GC_00000525
577,MIT9311,GC_00000584
577,AS9601,GC_00000736
577,PAC1,GC_00000746
577,SS2,GC_00000747
577,"NATL1A",GC_00000749
577,MIT9123,GC_00001064
577,MIT9314,GC_00001095
577,MIT9301,GC_00001187
577,MIT9312,GC_00001187
577,SB,GC_00001333
577,MIT9215,GC_00001405
577,MIT9116,GC_00001423
577,MIT9302,GC_00001495
577,MIT9202,GC_00001509
577,"NATL2A",GC_00001727
577,MIT9201,GC_00001883
577,MIT9211,GC_00002100
577,CCMP1375,GC_00002556
577,LG,GC_00002692
577,MIT9303,GC_00003078
577,MIT9321,GC_00003116
577,MIT9313,GC_00004637
578,MIT9201,GC_00000001
578,MIT9116,GC_00000021
578,SS51,GC_00000082
578,MED4,GC_00000121
578,MIT9107,GC_00000185
578,MIT9401,GC_00000337
578,MIT9202,GC_00000449
578,LG,GC_00000463
578,"NATL1A",GC_00000503
578,AS9601,GC_00000510
578,MIT9301,GC_00000610
578,MIT9312,GC_00000610
578,PAC1,GC_00000622
578,MIT9515,GC_00000626
578,MIT9311,GC_00000630
578,MIT9302,GC_00000727
578,SS35,GC_00000727
578,"NATL2A",GC_00000737
578,MIT9322,GC_00001043
578,EQPAC1,GC_00001126
578,MIT9123,GC_00001197
578,MIT9314,GC_00001232
578,GP2,GC_00001293
578,MIT9215,GC_00001297
578,MIT9321,GC_00001536
578,SB,GC_00001557
578,SS2,GC_00002290
578,CCMP1375,GC_00002476
578,MIT9313,GC_00005028
578,MIT9303,GC_00005065
578,MIT9211,GC_00005750
579,MIT9201,GC_00000001
579,MIT9116,GC_00000073
579,MED4,GC_00000123
579,MIT9302,GC_00000190
579,MIT9123,GC_00000219
579,"NATL2A",GC_00000268
579,SS2,GC_00000367
579,SS51,GC_00000399
579,AS9601,GC_00000596
579,MIT9312,GC_00000690
579,MIT9515,GC_00000743
579,LG,GC_00000810
579,MIT9311,GC_00000840
579,MIT9215,GC_00000884
579,MIT9322,GC_00000899
579,GP2,GC_00001000
579,SB,GC_00001101
579,MIT9202,GC_00001117
579,MIT9401,GC_00001178
579,MIT9107,GC_00001446
579,MIT9314,GC_00001564
579,MIT9313,GC_00001797
579,SS35,GC_00001809
579,MIT9321,GC_00002119
579,CCMP1375,GC_00002137
579,EQPAC1,GC_00002190
579,MIT9211,GC_00002281
579,PAC1,GC_00003532
579,"NATL1A",GC_00003890
579,MIT9303,GC_00005765
579,MIT9301,GC_00006091
580,MIT9201,GC_00000001
580,MIT9202,GC_00000015
580,MIT9401,GC_00000026
580,SS2,GC_00000288
580,SB,GC_00000347
580,AS9601,GC_00000349
580,PAC1,GC_00000413
580,MED4,GC_00000415
580,MIT9312,GC_00000450
580,MIT9515,GC_00000475
580,MIT9311,GC_00000650
580,EQPAC1,GC_00000654
580,SS51,GC_00000669
580,MIT9301,GC_00000690
580,MIT9215,GC_00000704
580,MIT9107,GC_00000886
580,MIT9322,GC_00000931
580,MIT9321,GC_00000960
580,MIT9123,GC_00001111
580,GP2,GC_00001237
580,MIT9116,GC_00001366
580,MIT9314,GC_00001390
580,MIT9302,GC_00001397
580,"NATL2A",GC_00001780
580,SS35,GC_00001902
580,MIT9211,GC_00002034
580,CCMP1375,GC_00002150
580,MIT9313,GC_00002156
580,LG,GC_00002711
580,"NATL1A",GC_00003492
580,MIT9303,GC_00004862
581,MIT9201,GC_00000008
581,MIT9215,GC_00000047
581,MIT9302,GC_00000078
581,MIT9515,GC_00000196
581,MED4,GC_00000206
581,"NATL1A",GC_00000216
581,SS2,GC_00000217
581,MIT9301,GC_00000450
581,PAC1,GC_00000459
581,MIT9123,GC_00000543
581,MIT9116,GC_00000604
581,MIT9312,GC_00000684
581,MIT9211,GC_00000761
581,LG,GC_00000842
581,MIT9321,GC_00000857
581,MIT9322,GC_00000912
581,AS9601,GC_00000943
581,MIT9202,GC_00000952
581,MIT9107,GC_00000991
581,MIT9311,GC_00001177
581,EQPAC1,GC_00001226
581,MIT9314,GC_00001266
581,MIT9401,GC_00001294
581,SB,GC_00001432
581,SS35,GC_00001794
581,GP2,GC_00001980
581,SS51,GC_00002557
581,CCMP1375,GC_00002582
581,"NATL2A",GC_00003128
581,MIT9313,GC_00004607
581,MIT9303,GC_00005120
582,MIT9515,GC_00000053
582,SB,GC_00000080
582,MIT9116,GC_00000083
582,PAC1,GC_00000089
582,MED4,GC_00000095
582,LG,GC_00000185
582,MIT9312,GC_00000361
582,SS51,GC_00000405
582,SS35,GC_00000423
582,MIT9401,GC_00000440
582,AS9601,GC_00000465
582,MIT9215,GC_00000488
582,"NATL2A",GC_00000610
582,MIT9303,GC_00000639
582,EQPAC1,GC_00000664
582,GP2,GC_00000680
582,MIT9301,GC_00000684
582,MIT9302,GC_00000777
582,MIT9314,GC_00000914
582,"NATL1A",GC_00000947
582,MIT9322,GC_00000973
582,MIT9123,GC_00001093
582,MIT9107,GC_00001285
582,MIT9202,GC_00001539
582,MIT9201,GC_00001578
582,MIT9311,GC_00001657
582,MIT9313,GC_00001745
582,SS2,GC_00002004
582,CCMP1375,GC_00002840
582,MIT9321,GC_00004216
582,MIT9211,GC_00006878
583,MIT9401,GC_00000013
583,MIT9116,GC_00000057
583,MIT9302,GC_00000068
583,MIT9303,GC_00000111
583,MED4,GC_00000135
583,SS51,GC_00000152
583,AS9601,GC_00000187
583,MIT9311,GC_00000204
583,MIT9313,GC_00000329
583,MIT9301,GC_00000361
583,GP2,GC_00000404
583,MIT9215,GC_00000626
583,MIT9202,GC_00000636
583,"NATL2A",GC_00000690
583,MIT9312,GC_00000723
583,MIT9123,GC_00000796
583,PAC1,GC_00000865
583,SB,GC_00001009
583,MIT9515,GC_00001156
583,MIT9107,GC_00001322
583,MIT9322,GC_00001518
583,MIT9201,GC_00001573
583,MIT9314,GC_00001648
583,SS35,GC_00001736
583,"NATL1A",GC_00001753
583,SS2,GC_00001896
583,LG,GC_00002259
583,MIT9211,GC_00002298
583,CCMP1375,GC_00002855
583,EQPAC1,GC_00004058
583,MIT9321,GC_00004062
584,AS9601,GC_00000012
584,MIT9116,GC_00000098
584,PAC1,GC_00000222
584,MIT9401,GC_00000224
584,"NATL2A",GC_00000450
584,"NATL1A",GC_00000478
584,MIT9202,GC_00000507
584,MIT9123,GC_00000537
584,MIT9311,GC_00000588
584,SS35,GC_00000676
584,MIT9301,GC_00000723
584,MIT9215,GC_00000743
584,MIT9303,GC_00000775
584,SB,GC_00000851
584,MIT9302,GC_00000878
584,GP2,GC_00000909
584,MIT9201,GC_00001001
584,MIT9107,GC_00001032
584,MIT9314,GC_00001099
584,MIT9312,GC_00001105
584,MED4,GC_00001130
584,MIT9322,GC_00001283
584,MIT9515,GC_00001367
584,EQPAC1,GC_00001457
584,MIT9211,GC_00001621
584,SS51,GC_00001781
584,SS2,GC_00002400
584,LG,GC_00002720
584,CCMP1375,GC_00002731
584,MIT9321,GC_00004022
584,MIT9313,GC_00004333
585,LG,GC_00000002
585,SS2,GC_00000005
585,MIT9312,GC_00000099
585,AS9601,GC_00000121
585,MIT9322,GC_00000124
585,SB,GC_00000330
585,MIT9401,GC_00000356
585,MIT9123,GC_00000447
585,MIT9215,GC_00000475
585,MIT9313,GC_00000559
585,EQPAC1,GC_00000585
585,SS35,GC_00000586
585,MIT9202,GC_00000615
585,"NATL2A",GC_00000684
585,PAC1,GC_00000724
585,"NATL1A",GC_00000745
585,SS51,GC_00000798
585,MIT9515,GC_00000902
585,MIT9107,GC_00000909
585,MED4,GC_00000937
585,GP2,GC_00001032
585,MIT9301,GC_00001105
585,MIT9314,GC_00001116
585,MIT9116,GC_00001281
585,MIT9311,GC_00001343
585,MIT9302,GC_00001462
585,MIT9201,GC_00001668
585,CCMP1375,GC_00002001
585,MIT9321,GC_00003222
585,MIT9303,GC_00005103
585,MIT9211,GC_00006852
586,MIT9302,GC_00000018
586,MIT9515,GC_00000049
586,PAC1,GC_00000076
586,MIT9301,GC_00000099
586,MIT9312,GC_00000108
586,AS9601,GC_00000123
586,MED4,GC_00000170
586,MIT9215,GC_00000196
586,MIT9322,GC_00000209
586,"NATL2A",GC_00000361
586,EQPAC1,GC_00000375
586,MIT9107,GC_00000404
586,MIT9311,GC_00000455
586,SB,GC_00000497
586,MIT9116,GC_00000550
586,MIT9201,GC_00000609
586,MIT9401,GC_00000657
586,SS35,GC_00000715
586,MIT9313,GC_00000783
586,MIT9303,GC_00000890
586,"NATL1A",GC_00000892
586,MIT9211,GC_00000908
586,MIT9314,GC_00000967
586,MIT9202,GC_00001024
586,MIT9321,GC_00001172
586,GP2,GC_00001322
586,MIT9123,GC_00001337
586,LG,GC_00001888
586,SS51,GC_00002480
586,CCMP1375,GC_00002531
586,SS2,GC_00002620
587,LG,GC_00000002
587,MIT9322,GC_00000050
587,MIT9215,GC_00000053
587,MIT9301,GC_00000108
587,EQPAC1,GC_00000148
587,SS35,GC_00000177
587,MIT9515,GC_00000182
587,MIT9116,GC_00000191
587,AS9601,GC_00000415
587,SS51,GC_00000422
587,MED4,GC_00000433
587,MIT9313,GC_00000451
587,MIT9123,GC_00000514
587,MIT9401,GC_00000618
587,MIT9107,GC_00000680
587,"NATL2A",GC_00000723
587,CCMP1375,GC_00000908
587,MIT9314,GC_00000953
587,MIT9311,GC_00001038
587,SB,GC_00001071
587,MIT9202,GC_00001078
587,MIT9201,GC_00001119
587,MIT9302,GC_00001144
587,MIT9312,GC_00001231
587,GP2,GC_00001285
587,"NATL1A",GC_00001727
587,MIT9303,GC_00001813
587,MIT9321,GC_00001928
587,SS2,GC_00002288
587,PAC1,GC_00003922
587,MIT9211,GC_00005709
588,MIT9322,GC_00000043
588,MIT9515,GC_00000110
588,AS9601,GC_00000206
588,MIT9314,GC_00000232
588,MIT9202,GC_00000272
588,MIT9313,GC_00000429
588,SS2,GC_00000517
588,MIT9123,GC_00000547
588,MIT9201,GC_00000552
588,SS35,GC_00000602
588,MIT9311,GC_00000679
588,MED4,GC_00000735
588,"NATL1A",GC_00000737
588,MIT9302,GC_00000879
588,GP2,GC_00000991
588,MIT9116,GC_00001151
588,MIT9215,GC_00001156
588,MIT9301,GC_00001231
588,MIT9401,GC_00001261
588,EQPAC1,GC_00001407
588,MIT9107,GC_00001583
588,MIT9312,GC_00001653
588,"NATL2A",GC_00001747
588,SS51,GC_00001772
588,PAC1,GC_00001842
588,CCMP1375,GC_00002135
588,LG,GC_00002284
588,MIT9321,GC_00002802
588,SB,GC_00002979
588,MIT9303,GC_00004595
588,MIT9211,GC_00005227
589,MIT9302,GC_00000037
589,AS9601,GC_00000095
589,"NATL2A",GC_00000099
589,MIT9515,GC_00000114
589,MIT9202,GC_00000186
589,MIT9116,GC_00000237
589,"NATL1A",GC_00000268
589,MIT9201,GC_00000496
589,SB,GC_00000683
589,MED4,GC_00000749
589,MIT9303,GC_00000835
589,GP2,GC_00000886
589,MIT9314,GC_00001027
589,MIT9312,GC_00001169
589,EQPAC1,GC_00001214
589,MIT9401,GC_00001233
589,MIT9107,GC_00001237
589,MIT9215,GC_00001367
589,MIT9123,GC_00001370
589,MIT9311,GC_00001451
589,MIT9322,GC_00001560
589,LG,GC_00001645
589,MIT9301,GC_00001653
589,SS51,GC_00001731
589,SS2,GC_00001799
589,SS35,GC_00002028
589,MIT9211,GC_00002285
589,MIT9321,GC_00002801
589,PAC1,GC_00003766
589,CCMP1375,GC_00004223
589,MIT9313,GC_00005154
590,"NATL2A",GC_00000108
590,SS2,GC_00000109
590,AS9601,GC_00000135
590,MIT9202,GC_00000164
590,MIT9401,GC_00000324
590,MIT9515,GC_00000336
590,MIT9313,GC_00000357
590,MED4,GC_00000503
590,MIT9302,GC_00000623
590,MIT9201,GC_00000677
590,MIT9322,GC_00000750
590,MIT9311,GC_00000785
590,MIT9215,GC_00000902
590,MIT9312,GC_00000945
590,MIT9107,GC_00001000
590,MIT9314,GC_00001004
590,MIT9301,GC_00001169
590,SB,GC_00001421
590,MIT9123,GC_00001439
590,GP2,GC_00001446
590,MIT9116,GC_00001508
590,LG,GC_00001645
590,EQPAC1,GC_00001742
590,"NATL1A",GC_00001780
590,MIT9211,GC_00001835
590,CCMP1375,GC_00002264
590,SS35,GC_00002536
590,SS51,GC_00002581
590,MIT9321,GC_00002786
590,PAC1,GC_00003658
590,MIT9303,GC_00004420
591,LG,GC_00000002
591,MIT9215,GC_00000049
591,GP2,GC_00000185
591,MIT9116,GC_00000200
591,MIT9515,GC_00000334
591,SS35,GC_00000343
591,SS51,GC_00000351
591,EQPAC1,GC_00000445
591,MIT9322,GC_00000452
591,SB,GC_00000524
591,PAC1,GC_00000542
591,MIT9303,GC_00000562
591,MIT9123,GC_00000590
591,MIT9311,GC_00000753
591,MIT9202,GC_00000771
591,MIT9301,GC_00000945
591,AS9601,GC_00001130
591,MIT9314,GC_00001240
591,MIT9107,GC_00001293
591,MIT9312,GC_00001300
591,MIT9401,GC_00001348
591,MIT9302,GC_00001402
591,MED4,GC_00001500
591,MIT9201,GC_00001581
591,"NATL2A",GC_00001767
591,CCMP1375,GC_00002005
591,MIT9211,GC_00002149
591,SS2,GC_00002682
591,"NATL1A",GC_00003128
591,MIT9321,GC_00003230
591,MIT9313,GC_00004723
592,LG,GC_00000001
592,GP2,GC_00000002
592,MIT9515,GC_00000024
592,PAC1,GC_00000030
592,MIT9202,GC_00000126
592,MIT9215,GC_00000182
592,SB,GC_00000201
592,SS51,GC_00000343
592,SS35,GC_00000351
592,SS2,GC_00000378
592,MIT9107,GC_00000409
592,MIT9312,GC_00000410
592,MIT9302,GC_00000411
592,MIT9116,GC_00000417
592,MIT9123,GC_00000470
592,MIT9313,GC_00000491
592,"NATL1A",GC_00000610
592,AS9601,GC_00000937
592,MIT9201,GC_00001179
592,MIT9311,GC_00001249
592,MIT9322,GC_00001268
592,MED4,GC_00001288
592,MIT9401,GC_00001299
592,MIT9301,GC_00001300
592,MIT9314,GC_00001340
592,EQPAC1,GC_00001482
592,MIT9211,GC_00001555
592,MIT9321,GC_00001874
592,CCMP1375,GC_00002729
592,"NATL2A",GC_00003251
592,MIT9303,GC_00004718
593,LG,GC_00000001
593,MIT9202,GC_00000059
593,MIT9201,GC_00000079
593,MIT9215,GC_00000110
593,AS9601,GC_00000170
593,MIT9311,GC_00000197
593,MED4,GC_00000216
593,MIT9123,GC_00000321
593,MIT9303,GC_00000344
593,MIT9301,GC_00000410
593,PAC1,GC_00000420
593,MIT9302,GC_00000438
593,MIT9107,GC_00000670
593,"NATL1A",GC_00000690
593,MIT9401,GC_00000747
593,MIT9313,GC_00000906
593,MIT9322,GC_00001230
593,EQPAC1,GC_00001275
593,GP2,GC_00001279
593,MIT9116,GC_00001291
593,MIT9515,GC_00001320
593,MIT9312,GC_00001335
593,MIT9314,GC_00001359
593,SB,GC_00001601
593,MIT9321,GC_00002187
593,SS2,GC_00002395
593,CCMP1375,GC_00002423
593,SS51,GC_00002536
593,SS35,GC_00002581
593,"NATL2A",GC_00003507
593,MIT9211,GC_00006136
594,MIT9302,GC_00000063
594,MIT9123,GC_00000069
594,MIT9215,GC_00000114
594,SB,GC_00000154
594,MIT9303,GC_00000193
594,SS2,GC_00000253
