V1	Cluster ID	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Cluster Name	Types	Size	Organisms	Length	Identity
fig|1773.30303.peg.3856	UniRef90_A0A1X2DSL8	89.717	389	40	0	1	389	1	389	0	720	Cluster: Butyryl-CoA dehydrogenase	UniProtKB Unreviewed (TrEMBL); UniParc	23	Mycolicibacter terrae; Mycolicibacter arupensis; Mycolicibacter longobardus; Mycolicibacter minnesotensis; Mycolicibacter hiberniae; Mycolicibacter engbaekii; Mycolicibacter kumamotonensis; Mycolicibacter senuensis; Mycolicibacter nonchromogenicus (Mycobacterium nonchromogenicum); Mycobacterium sp. UM_NZ2	389	0.9
fig|1773.30303.peg.3856	UniRef90_A0A0J6VNU2	89.203	389	42	0	1	389	1	389	0	720	Cluster: Acyl-CoA dehydrogenase	UniProtKB Unreviewed (TrEMBL); UniParc	385	Mycolicibacterium chlorophenolicum; Mycolicibacterium gilvum (strain PYR-GCK); Mycolicibacterium insubricum; Williamsia limnetica; Mycolicibacterium psychrotolerans; Mycobacterium gordonae; Mycobacterium simulans; Mycobacterium scrofulaceum; Mycobacterium kubicae; Mycobacterium sp. 1245805.9	389	0.9
fig|1773.30303.peg.3857	UniRef90_P9WHM0	100	174	0	0	1	174	1	174	3.76e-115	333	Cluster: N5-carboxyaminoimidazole ribonucleotide mutase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	62	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis EAI5; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P	174	0.9
fig|1773.30303.peg.3857	UniRef90_R4MIH6	98.658	149	2	0	26	174	31	179	3.93e-93	277	Cluster: N5-carboxyaminoimidazole ribonucleotide mutase	UniProtKB Unreviewed (TrEMBL); UniParc	10	Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis	179	0.9
fig|1773.30303.peg.3857	UniRef90_A0A1A3N586	84.615	169	26	0	6	174	3	171	4.02e-93	277	Cluster: N5-carboxyaminoimidazole ribonucleotide mutase	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium asiaticum	171	0.9
fig|1773.30303.peg.3857	UniRef90_A0A4V6PMQ5	82.184	174	31	0	1	174	1	174	1.87e-92	275	Cluster: N5-carboxyaminoimidazole ribonucleotide mutase	UniProtKB Unreviewed (TrEMBL); UniParc	13	Mycobacterium paragordonae; Mycobacterium gordonae; Mycobacterium asiaticum; Mycobacterium sp; Mycobacterium	174	0.9
fig|1773.30303.peg.3857	UniRef90_UPI000E3F5CE6	84.024	169	27	0	6	174	3	171	4.2e-92	274	Cluster: 5-(carboxyamino)imidazole ribonucleotide mutase	UniParc	2	Mycobacterium marinum	171	0.9
fig|1773.30303.peg.3858	UniRef90_P65899	100	408	0	0	1	408	22	429	0	811	Cluster: N5-carboxyaminoimidazole ribonucleotide synthase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	90	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium orygis 112400015	429	0.9
fig|1773.30303.peg.3858	UniRef90_UPI001934A0C8	95.782	403	17	0	1	403	22	424	0	770	Cluster: 5-(carboxyamino)imidazole ribonucleotide synthase	UniParc	7	Mycobacterium canettii	437	0.9
fig|1773.30303.peg.3858	UniRef90_A0A1X2M0E4	87.277	393	46	2	1	390	18	409	0	669	Cluster: N5-carboxyaminoimidazole ribonucleotide synthase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium decipiens	419	0.9
fig|1773.30303.peg.3858	UniRef90_A0A498PSZ9	83.721	387	60	1	1	384	58	444	0	647	Cluster: N5-carboxyaminoimidazole ribonucleotide synthase	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium attenuatum	445	0.9
fig|1773.30303.peg.3858	UniRef90_A0A447GAX2	80.435	414	67	3	1	408	19	424	0	645	Cluster: N5-carboxyaminoimidazole ribonucleotide synthase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium basiliense	424	0.9
fig|1773.30303.peg.3859	UniRef90_A0A1X1Y5Z2	92.377	223	13	1	50	272	1	219	5.33e-148	422	Cluster: GtrA/DPMS transmembrane domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	68	Mycobacterium lacus; Mycobacterium tuberculosis variant bovis BCG; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	219	0.9
fig|1773.30303.peg.3859	UniRef90_A0A1A3CFK0	87.773	229	22	2	50	272	1	229	1.36e-144	414	Cluster: GtrA/DPMS transmembrane domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	20	Mycobacterium asiaticum; Mycobacterium gordonae; Mycobacterium sp; Mycobacterium paragordonae; Mycobacterium haemophilum; Mycobacterium kubicae; Mycobacterium vicinigordonae; Mycobacterium sp. IWGMT90018-18076; Mycobacterium	229	0.9
fig|1773.30303.peg.3859	UniRef90_A0A1A2G4Y0	89.381	226	21	1	50	272	1	226	5.81e-144	412	Cluster: GtrA/DPMS transmembrane domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium sp. 852002-51057_SCH5723018; Mycobacterium malmoense; Mycobacterium paraseoulense	226	0.9
fig|1773.30303.peg.3859	UniRef90_A0A9E3LFJ3	85.776	232	24	1	50	272	1	232	6.18e-144	412	Cluster: GtrA family protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium sp	232	0.9
fig|1773.30303.peg.3859	UniRef90_A0A1X1Z8A8	88.789	223	21	1	50	272	1	219	3.7e-142	407	Cluster: GtrA/DPMS transmembrane domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium palustre	219	0.9
fig|1773.30303.peg.3860	UniRef90_A0A1X2M0L8	92.442	172	13	0	1	172	1	172	1.59e-113	328	Cluster: DUF304 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	43	Mycobacterium decipiens; Mycobacterium tuberculosis variant bovis BCG; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	172	0.9
fig|1773.30303.peg.3860	UniRef90_A0A1A3ITF2	88.372	172	20	0	1	172	1	172	1.28e-109	318	Cluster: DUF304 domain-containing protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium sp. 1423905.2	172	0.9
fig|1773.30303.peg.3860	UniRef90_A0A1X1Y5Z9	90.116	172	17	0	1	172	1	172	1.55e-109	318	Cluster: DUF304 domain-containing protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium lacus; Mycobacterium shinjukuense	172	0.9
fig|1773.30303.peg.3860	UniRef90_A0A1E3SZV8	86.628	172	23	0	1	172	1	172	9.14e-109	316	Cluster: DUF304 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	15	Mycobacterium sherrisii; Mycobacterium stomatepiae; Mycobacterium simiae (Mycobacterium habana); Mycobacterium ahvazicum; Mycobacterium triplex; Mycobacterium florentinum; Mycobacterium sp. Aquia_216; Mycobacterium angelicum; Mycobacterium lentiflavum; Mycobacterium montefiorense	172	0.9
fig|1773.30303.peg.3860	UniRef90_A0A975JVU2	89.535	172	18	0	1	172	1	172	1.58e-108	316	Cluster: PH domain-containing protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium spongiae	172	0.9
fig|1773.30303.peg.3861	UniRef90_I6YFP0	99.624	266	1	0	1	266	1	266	1.06e-180	506	Cluster: Biotin--[acetyl-CoA-carboxylase] ligase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	81	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis T46; Mycobacterium canettii; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis CPHL_A	266	0.9
fig|1773.30303.peg.3861	UniRef90_A0A0I9V2I5	75.458	273	58	2	3	266	2	274	7.24e-134	388	Cluster: biotin--[biotin carboxyl-carrier protein] ligase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium haemophilum	274	0.9
fig|1773.30303.peg.3861	UniRef90_A0A1X1Y6C0	76.604	265	61	1	3	266	2	266	3.36e-133	386	Cluster: biotin--[biotin carboxyl-carrier protein] ligase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium lacus	266	0.9
fig|1773.30303.peg.3861	UniRef90_A0A1X2M0F2	78.277	267	55	2	1	266	1	265	1.05e-129	377	Cluster: biotin--[biotin carboxyl-carrier protein] ligase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium decipiens	265	0.9
fig|1773.30303.peg.3861	UniRef90_A0A7I7MQT2	72.83	265	71	1	3	266	3	267	4.78e-126	368	Cluster: biotin--[biotin carboxyl-carrier protein] ligase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium shinjukuense	267	0.9
fig|1773.30303.peg.3862	UniRef90_UPI002235129D	100	199	0	0	10	208	1	199	2.55e-140	403	Cluster: carboxyl transferase domain-containing protein	UniParc	1	Mycobacterium tuberculosis	302	0.9
fig|1773.30303.peg.3862	UniRef90_P9WQH7	100	199	0	0	10	208	1	199	2.95e-136	401	Cluster: Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	352	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium orygis 112400015	548	0.9
fig|1773.30303.peg.3862	UniRef90_X8FAE7	91.919	198	13	1	10	207	1	195	4.52e-126	363	Cluster: Carboxyl transferase domain protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium ulcerans str. Harvey; Mycobacterium kansasii	197	0.9
fig|1773.30303.peg.3862	UniRef90_P53002	91.457	199	17	0	10	208	1	199	4.69e-124	370	Cluster: Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	5	Mycobacterium leprae (strain TN); Mycobacterium leprae 3125609; Mycobacterium leprae (strain Br4923); Mycobacterium uberis; Mycobacterium lepromatosis	549	0.9
fig|1773.30303.peg.3862	UniRef90_A0A1V3XVH7	91.96	199	13	1	10	208	1	196	1.08e-123	368	Cluster: Putative propionyl-CoA carboxylase beta chain 5	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium kansasii	511	0.9
fig|1773.30303.peg.3863	UniRef90_P9WQH7	96.491	342	12	0	1	342	207	548	0	696	Cluster: Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	352	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium orygis 112400015	548	0.9
fig|1773.30303.peg.3863	UniRef90_A0A654ZZ23	96.199	342	13	0	1	342	89	430	0	692	Cluster: Propionyl-CoA carboxylase beta chain	UniProtKB Unreviewed (TrEMBL)	3	Mycobacterium tuberculosis; Mycobacterium ulcerans str. Harvey	430	0.9
fig|1773.30303.peg.3863	UniRef90_A0A655F7V3	96.481	341	12	0	1	341	1	341	0	690	Cluster: Propionyl-CoA carboxylase beta chain	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	342	0.9
fig|1773.30303.peg.3863	UniRef90_A0A653F4D6	91.813	342	27	1	1	341	98	439	0	661	Cluster: Putative propionyl-CoA carboxylase beta chain 5	UniProtKB Unreviewed (TrEMBL)	6	Mycobacterium kansasii; Mycobacterium sp; Mycolicibacterium madagascariense; Mycobacteriaceae bacterium	440	0.9
fig|1773.30303.peg.3863	UniRef90_A0A1S1NGX3	89.213	343	36	1	1	342	207	549	0	640	Cluster: Methylmalonyl-CoA carboxyltransferase	UniProtKB Unreviewed (TrEMBL); UniParc	20	Mycobacterium talmoniae; Mycobacterium heckeshornense; Mycolicibacterium pulveris (Mycobacterium pulveris); Mycolicibacterium llatzerense; Mycolicibacterium mucogenicum; Mycolicibacterium sp; Mycolicibacterium sp. NCC-Tsukiji; Mycolicibacterium phocaicum; Mycolicibacterium mucogenicum DSM 44124; Mycolicibacterium sp. CBMA 226	549	0.9
fig|1773.30303.peg.3864	UniRef90_A0A1A2G4X5	96.296	135	5	0	4	138	3	137	1.44e-88	270	Cluster: Sulfurtransferase	UniProtKB Unreviewed (TrEMBL); UniParc	36	Mycobacterium sp. 852002-51057_SCH5723018; Mycobacterium avium subsp. hominissuis 10-5606; Mycobacterium avium subsp. avium 10-9275; Mycobacterium avium subsp. hominissuis A5; Mycobacterium avium subsp. hominissuis; Mycobacterium avium subsp. avium 11-4751; Mycobacterium avium 10-5560; Mycobacterium avium XTB13-223; Mycobacterium avium 05-4293; Mycobacterium avium subsp. avium	300	0.9
fig|1773.30303.peg.3864	UniRef90_A0A1X1YBD8	97.037	135	4	0	4	138	3	137	3.58e-88	269	Cluster: Sulfurtransferase	UniProtKB Unreviewed (TrEMBL); UniParc	37	Mycobacterium lacus; Mycobacterium riyadhense; Mycobacterium simulans; Mycobacterium sp. 1164966.3; Mycobacterium sp; Mycobacterium paragordonae; Mycobacterium asiaticum; Mycobacterium shinjukuense; Mycobacterium colombiense; Mycobacterium bourgelatii	297	0.9
fig|1773.30303.peg.3864	UniRef90_A0A1A3QPK5	94.074	135	8	0	4	138	3	137	8.33e-87	265	Cluster: Sulfurtransferase	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium sp. 1081908.1; Mycobacterium intermedium	296	0.9
fig|1773.30303.peg.3864	UniRef90_P9WHF6	95.556	135	6	0	4	138	3	137	1.77e-86	265	Cluster: Putative thiosulfate sulfurtransferase SseA	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	99	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2)	297	0.9
fig|1773.30303.peg.3864	UniRef90_A0A7R7MWQ6	94.815	135	7	0	4	138	9	143	1.94e-86	265	Cluster: Sulfurtransferase	UniProtKB Unreviewed (TrEMBL); UniParc	26	Mycobacterium intracellulare; Mycobacterium paraintracellulare; Mycobacterium timonense; Mycobacterium intracellulare subsp. chimaera; Mycobacterium intracellulare (strain ATCC 13950 / DSM 43223 / JCM 6384 /NCTC 13025 / 3600); Mycobacterium indicus pranii (strain DSM 45239 / MTCC 9506); Mycobacterium marseillense; Mycobacterium sp. MOTT36Y; Mycobacterium sp. TKK-01-0059; Mycobacterium intracellulare subsp. yongonense 05-1390	306	0.9
fig|1773.30303.peg.3865	UniRef90_A0A916PDG6	94.286	70	4	0	1	70	1	70	3.07e-42	140	Cluster: Thiosulfate sulfurtransferase sseA	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	70	0.9
fig|1773.30303.peg.3865	UniRef90_A0A655ASI5	95.714	70	3	0	1	70	119	188	2.76e-41	142	Cluster: Sulfurtransferase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	188	0.9
fig|1773.30303.peg.3865	UniRef90_P9WHF6	95.714	70	3	0	1	70	228	297	6.24e-40	141	Cluster: Putative thiosulfate sulfurtransferase SseA	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	99	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2)	297	0.9
fig|1773.30303.peg.3865	UniRef90_A0A655IQA9	95.714	70	3	0	1	70	468	537	7.69e-39	143	Cluster: Nucleoside triphosphate pyrophosphatase	UniProtKB Unreviewed (TrEMBL); UniParc	14	Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis EAI5	537	0.9
fig|1773.30303.peg.3865	UniRef90_A0A7I7M1W2	88.406	69	8	0	1	69	234	302	4.59e-36	132	Cluster: Sulfurtransferase	UniProtKB Unreviewed (TrEMBL); UniParc	44	Mycobacterium saskatchewanense; Mycobacterium sp. E2497; Mycobacterium sp. E3247; Mycobacterium sp. 852002-10029_SCH5224772; Mycobacterium sp; Mycobacterium scrofulaceum; Mycobacterium sp. 852014-52450_SCH5900713; Mycobacterium sp. E3339; Mycobacterium sp. ACS4054; Mycobacterium sp. E787	303	0.9
fig|1773.30303.peg.3866	UniRef90_P9WGC2	99.301	143	1	0	1	143	1	143	2.68e-94	277	Cluster: Uncharacterized SufE-like protein MT3383	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	40	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG	143	0.9
fig|1773.30303.peg.3866	UniRef90_UPI00096A8369	98.601	143	2	0	1	143	1	143	2.66e-93	275	Cluster: SufE family protein	UniParc	1	Mycobacterium tuberculosis	143	0.9
fig|1773.30303.peg.3866	UniRef90_A0A975PVY4	92.254	142	11	0	1	142	1	142	7.78e-88	261	Cluster: Cysteine desulfuration protein SufE	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium spongiae; Mycobacterium tuberculosis	143	0.9
fig|1773.30303.peg.3866	UniRef90_R4MAB2	94.444	144	7	1	1	143	1	144	1.22e-87	261	Cluster: Fe-S metabolism associated domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis	144	0.9
fig|1773.30303.peg.3866	UniRef90_A0A1X2M0D1	96.35	137	5	0	6	142	2	138	1.23e-87	260	Cluster: Cysteine desufuration protein SufE	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium decipiens; Mycobacterium gastri; Mycobacterium tuberculosis	139	0.9
fig|1773.30303.peg.3867	UniRef90_A0A0U1D236	96	50	2	0	1	50	12	61	2.03e-24	98.2	Cluster: Carbamoyl-phosphate synthase subunit L	UniProtKB Unreviewed (TrEMBL)	1	Mycolicibacterium conceptionense	106	0.9
fig|1773.30303.peg.3867	UniRef90_UPI0023F1AF0B	94	50	3	0	1	50	12	61	2.48e-24	97.4	Cluster: biotin carboxylase N-terminal domain-containing protein	UniParc	1	Methanobacterium formicicum	86	0.9
fig|1773.30303.peg.3867	UniRef90_A0A9E0Y0R3	96	50	2	0	1	50	9	58	2.91e-24	97.1	Cluster: Acetyl-/propionyl-CoA carboxylase subunit alpha (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Bacteroidota bacterium	87	0.9
fig|1773.30303.peg.3867	UniRef90_A0A7X7PEA4	90	50	5	0	1	50	12	61	5.23e-22	91.7	Cluster: Acetyl-/propionyl-CoA carboxylase subunit alpha (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Rhodococcus sp; Aldersonia sp	96	0.9
fig|1773.30303.peg.3867	UniRef90_X7YLT7	96	50	2	0	1	50	12	61	6.13e-22	94	Cluster: Carbamoyl-phosphate synthase L chain, N-terminal domain protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium xenopi 4042	174	0.9
fig|1773.30303.peg.3868	UniRef90_A0A1X0K6C0	63.359	131	30	4	1	120	2	125	7.37e-35	137	Cluster: biotin carboxylase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium scrofulaceum; Mycobacterium talmoniae; Mycobacterium montefiorense	462	0.9
fig|1773.30303.peg.3868	UniRef90_A0A1X0DS25	61.069	131	33	3	1	120	141	264	7.1e-34	135	Cluster: biotin carboxylase	UniProtKB Unreviewed (TrEMBL); UniParc	12	Mycobacterium heidelbergense; Mycobacterium sp. 1164966.3; Actinomycetota bacterium; Mycobacterium malmoense; Mycobacterium sp. E3251; Mycobacterium sp. E1386; Mycobacterium scrofulaceum; Mycobacterium sp. E342; Mycobacterium sp. 852014-52450_SCH5900713; Mycobacterium parascrofulaceum	602	0.9
fig|1773.30303.peg.3868	UniRef90_A0A7I7P6S8	62.595	131	31	4	1	120	138	261	1.1e-33	135	Cluster: biotin carboxylase	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium seoulense; Mycobacteriaceae bacterium; Mycobacterium botniense; unclassified Mycobacterium	598	0.9
fig|1773.30303.peg.3868	UniRef90_X8CAS2	63.077	130	30	4	1	119	138	260	2.86e-33	134	Cluster: biotin carboxylase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium intracellulare 1956	564	0.9
fig|1773.30303.peg.3868	UniRef90_A0A448I9U8	60.305	131	34	4	1	120	138	261	1.06e-31	130	Cluster: biotin carboxylase	UniProtKB Unreviewed (TrEMBL); UniParc	11	Mycolicibacterium chitae (Mycobacterium chitae); Mycobacterium grossiae; Mycolicibacterium moriokaense; Mycobacteriaceae bacterium 1482268.1; Mycobacterium yunnanensis; Mycolicibacterium mengxianglii; Mycolicibacterium nivoides; Mycolicibacterium malmesburyense; Mycolicibacterium boenickei; Mycolicibacterium septicum	598	0.9
fig|1773.30303.peg.3869	UniRef90_X8F966	90.909	22	2	0	1	22	12	33	3.41e-4	45.4	Cluster: Biotin carboxylase C-terminal domain protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium ulcerans str. Harvey; Mycobacterium tuberculosis variant africanum	226	0.9
